Feature,Target
3.745401188473625,13.450550039422232
9.50714306409916,27.468850309782034
7.319939418114051,22.391609321820628
5.986584841970366,16.978893190325024
1.5601864044243652,7.680794123223401
1.5599452033620265,8.256975579916814
0.5808361216819946,6.929984348946503
8.661761457749352,25.136133426099732
6.011150117432088,18.219381690687033
7.080725777960454,21.2000574013166
0.20584494295802447,5.430014475097135
9.699098521619943,28.576497413709543
8.324426408004218,24.281305816243503
2.1233911067827616,9.82174520007026
1.8182496720710062,8.642701729525555
1.8340450985343382,9.553757736868734
3.0424224295953772,10.904002980111091
5.247564316322379,16.79124864420818
4.319450186421157,14.406517312920736
2.9122914019804194,9.81721355681893
6.118528947223795,19.592442645124063
1.3949386065204183,7.748401788480935
2.9214464853521815,11.308729670022915
3.663618432936917,12.924458948967146
4.56069984217036,13.986378863375485
7.851759613930136,23.20875371205998
1.9967378215835974,8.649130037432226
5.142344384136116,16.05358369111867
5.924145688620425,18.64907850988505
0.46450412719997725,5.5653111748144815
6.075448519014383,21.07480719874649
1.7052412368729153,8.437680905014126
0.6505159298527952,5.883840215354752
9.488855372533333,27.64769251556717
9.656320330745594,26.222029611564942
8.08397348116461,24.18341982746231
3.0461376917337066,11.675574439275293
0.9767211400638387,8.905044962644883
6.842330265121569,20.9134646980228
4.4015249373960135,15.305359685823646
1.2203823484477883,7.016244101414228
4.951769101112702,15.210744715162225
0.34388521115218396,6.00253584239548
9.093204020787821,27.48494308465633
2.587799816000169,11.26053148704347
6.62522284353982,19.65366965405481
3.1171107608941098,13.195571213171373
5.200680211778108,15.599849466652989
5.4671027934327965,18.25461407738226
1.8485445552552704,10.811817013948154
9.695846277645586,27.249079368983278
7.7513282336111455,22.81202285442509
9.394989415641891,27.58712490419237
8.948273504276488,25.86720810657502
5.978999788110851,17.396836039210996
9.218742350231167,27.115418850383946
0.884925020519195,5.150008837571883
1.959828624191452,9.373163991113811
0.45227288910538066,4.211257988529648
3.2533033076326436,13.683192674099148
3.8867728968948203,12.933678949900813
2.713490317738959,10.461664278141722
8.287375091519294,25.531954946167904
3.567533266935893,11.687968850905778
2.8093450968738076,11.250822676788648
5.426960831582485,18.87454483323864
1.4092422497476265,5.915622389807838
8.021969807540398,24.2395583773833
0.7455064367977082,6.123648886242694
9.868869366005173,29.453996286790243
7.722447692966574,22.06916852153835
1.987156815341724,7.647435425270034
0.05522117123602399,4.659994493706957
8.154614284548341,24.68352038460404
7.068573438476172,21.921926446536304
7.2900716804098735,22.57162741052166
7.712703466859457,22.601733945570153
0.7404465173409036,6.083369990513263
3.5846572854427263,13.254715686905497
1.1586905952512971,6.182375070101875
8.631034258755935,27.443360158034594
6.232981268275579,20.05628609160074
3.308980248526492,11.081147124113581
0.6355835028602363,6.245512365784421
3.109823217156622,10.799876372664235
3.2518332202674705,12.916667654411128
7.29606178338064,23.398750037459003
6.3755747135521315,19.11825446552862
8.872127425763265,27.143694693652485
4.722149251619493,16.21815405598523
1.195942459383017,7.811916308452033
7.13244787222995,23.72791266322882
7.607850486168974,22.774238099419563
5.612771975694963,17.278193774879917
7.70967179954561,22.3846650692385
4.937955963643907,15.529079624144329
5.227328293819941,16.991219025135745
4.275410183585496,15.029677433780384
0.2541912674409519,4.912168967932399
1.0789142699330445,7.524468923868635
